#class tools::wcsv::ntuple
#title Muon Tomography Hits
#separator 44
#vector_separator 59
#column int EventID
#column string Sensor
#column double X
#column double Y
#column double Z
#column double Theta
#column double Phi
446,TopSensor,326.876,-734.545,1010,3.14143,-1.57863
446,BottomSensor,345.887,-742.06,-990,3.12116,-0.678945
447,TopSensor,76.4079,-328.756,1010,3.14127,-0.816461
447,BottomSensor,68.386,-337.189,-990,3.13015,-2.33156
448,TopSensor,78.565,125.709,1010,3.14156,-0.929541
448,BottomSensor,85.6254,116.487,-990,3.12855,-0.761736
449,TopSensor,-717.534,-976.28,1010,3.14141,1.62951
449,BottomSensor,-725.46,-953.66,-990,3.12136,1.88748
450,TopSensor,-925.225,-686.421,1010,3.14141,-2.83851
450,BottomSensor,-943.768,-693.358,-990,3.12613,-2.72054
451,TopSensor,296.255,-214.24,1010,3.14152,0.954367
451,BottomSensor,298.954,-210.721,-990,3.13542,-0.0494871
452,TopSensor,-69.7093,206.581,1010,3.14151,-2.56193
452,BottomSensor,-61.7619,191.955,-990,3.12334,-1.17115
453,TopSensor,998.297,457.618,1010,3.14139,0.257227
453,BottomSensor,983.832,458.451,-990,3.12767,2.83007
454,TopSensor,447.352,514.632,1010,3.14144,-0.738119
454,BottomSensor,438.12,520.071,-990,3.13296,2.39572
455,TopSensor,-320.348,-806.97,1010,3.1415,-2.64893
455,BottomSensor,-338.706,-800.54,-990,3.12539,2.76121
456,TopSensor,-809.537,-359.136,1010,3.1412,-2.87224
456,BottomSensor,-818.583,-363.265,-990,3.13598,1.58501
457,TopSensor,664.757,333.546,1010,3.14153,2.59368
457,BottomSensor,674.256,319.128,-990,3.12168,-0.959288
458,TopSensor,-528.333,637.913,1010,3.14141,0.305631
458,BottomSensor,-527.386,650.984,-990,3.12175,1.65436
459,TopSensor,1.56978,-776.277,1010,3.14149,1.79516
459,BottomSensor,-15.0012,-757.715,-990,3.11168,2.26023
460,TopSensor,814.527,-279.571,1010,3.14145,-2.84459
460,BottomSensor,814.928,-288.384,-990,3.12381,-0.835085
461,TopSensor,374.166,-143.737,1010,3.14148,-2.68369
461,BottomSensor,380.387,-141.422,-990,3.12624,0.76958
462,TopSensor,-840.204,-797.97,1010,3.14142,-1.16506
462,BottomSensor,-864.112,-808.017,-990,3.11851,-2.78424
463,TopSensor,964.925,-908.954,1010,3.1414,-1.26332
463,BottomSensor,936.686,-904.396,-990,3.109,3.07734
464,TopSensor,872.358,-991.716,1010,3.14137,-0.0769597
464,BottomSensor,871.323,-996.524,-990,3.14075,-0.0363479
465,TopSensor,-21.4413,-200.326,1010,3.14103,-1.00424
465,BottomSensor,-19.3793,-197.143,-990,3.13678,2.4331
466,TopSensor,-503.973,-404.099,1010,3.14152,1.41833
466,BottomSensor,-498.424,-386.963,-990,3.12562,1.34593
467,TopSensor,-934.67,-229.023,1010,3.1415,0.136508
467,BottomSensor,-967.586,-196.024,-990,3.07963,2.45726
468,TopSensor,-738.04,-723.212,1010,3.14143,0.327894
468,BottomSensor,-733.438,-701.554,-990,3.11993,0.995152
469,TopSensor,973.882,-11.8666,1010,3.14144,-0.143543
469,BottomSensor,967.715,-13.1845,-990,3.13249,-2.89724
470,TopSensor,134.645,372.522,1010,3.14153,-2.92759
470,BottomSensor,143.352,380.887,-990,3.12733,1.03175
471,TopSensor,-680.399,647.486,1010,3.14139,0.418236
471,BottomSensor,-669.116,635.027,-990,3.11886,-0.649619
472,TopSensor,588.814,-669.722,1010,3.14138,1.75909
472,BottomSensor,585.777,-673.733,-990,3.13784,-1.00884
473,TopSensor,578.78,764.799,1010,3.14148,-1.7544
473,BottomSensor,601.668,773.833,-990,3.12016,0.199834
474,TopSensor,-376.337,-193.341,1010,3.14156,0.660381
474,BottomSensor,-373.574,-177.983,-990,3.12292,1.37516
475,TopSensor,92.8842,-711.429,1010,3.14149,-0.19979
475,BottomSensor,80.7635,-716.281,-990,3.12732,-2.83262
476,TopSensor,57.9279,-988.596,1010,3.14142,0.874488
476,BottomSensor,71.8345,-986.371,-990,3.12589,0.507646
477,TopSensor,-42.9896,-771.344,1010,3.14135,-2.61309
477,BottomSensor,-43.4764,-750.145,-990,3.11988,1.61519
478,TopSensor,945.093,-157.349,1010,3.14155,-0.857261
478,BottomSensor,936.967,-161.605,-990,3.12523,-2.50712
479,TopSensor,-942.738,-429.495,1010,3.14134,-1.52378
479,BottomSensor,-976.443,-429.841,-990,3.11562,-2.80984
480,TopSensor,13.6237,118.267,1010,3.14135,1.23969
480,BottomSensor,27.5842,107.676,-990,3.12235,-0.715825
481,TopSensor,-55.8726,369.133,1010,3.14129,-1.55583
481,BottomSensor,-68.9616,359.032,-990,3.11951,-2.28997
482,TopSensor,87.9233,157.189,1010,3.14149,-1.67405
482,BottomSensor,99.1403,165.883,-990,3.1335,1.15564
483,TopSensor,-549.702,-121.927,1010,3.14142,1.30908
483,BottomSensor,-555.029,-97.6062,-990,3.11667,1.30821
484,TopSensor,-70.0275,-727.755,1010,3.14129,0.948733
484,BottomSensor,-82.7808,-745.914,-990,3.11729,-1.87081
485,TopSensor,-997.6,953.869,1010,3.1414,-2.99264
486,TopSensor,-473.354,893.507,1010,3.14153,-1.13625
486,BottomSensor,-471.366,899.972,-990,3.13904,-0.618795
487,TopSensor,297.203,192.67,1010,3.14148,2.22698
487,BottomSensor,293.326,188.117,-990,3.12942,-2.69307
488,TopSensor,-914.251,671.452,1010,3.14127,-1.25271
488,BottomSensor,-879.36,653.859,-990,3.0942,-0.507878
489,TopSensor,-905.063,-375.443,1010,3.14153,-3.11387
489,BottomSensor,-887.173,-374.323,-990,3.12255,0.00787857
490,TopSensor,566.335,-574.995,1010,3.14148,1.41932
490,BottomSensor,571.712,-561.873,-990,3.13079,1.0849
491,TopSensor,752.953,-38.3672,1010,3.14155,-2.85461
491,BottomSensor,747.972,-56.1435,-990,3.11961,-1.45467
492,TopSensor,-519.579,328.009,1010,3.14134,-1.36745
492,BottomSensor,-538.208,320.874,-990,3.12357,-2.81637
493,TopSensor,-426.599,988.531,1010,3.14137,0.324572
493,BottomSensor,-445.772,978.157,-990,3.11628,-2.46304
494,TopSensor,-816.799,-74.7686,1010,3.14141,2.76871
494,BottomSensor,-842.166,-74.3569,-990,3.11327,-2.89524
495,TopSensor,492.291,-256.617,1010,3.14146,0.55829
495,BottomSensor,476.454,-275.012,-990,3.10976,-2.21341
496,TopSensor,-572.265,667.504,1010,3.14141,1.54546
496,BottomSensor,-560.036,681.992,-990,3.12631,0.653167
497,TopSensor,944.203,-648.45,1010,3.1415,-2.54806
497,BottomSensor,950.247,-639.611,-990,3.12787,0.789673
498,TopSensor,-838.038,-978.476,1010,3.1415,-2.05111
498,BottomSensor,-822.955,-976.9,-990,3.11858,0.200861
499,TopSensor,781.287,895.065,1010,3.14149,1.40894
499,BottomSensor,778.064,869.714,-990,3.1168,-1.32748
500,TopSensor,-205.902,-840.977,1010,3.14153,-1.74771
500,BottomSensor,-190.44,-850.52,-990,3.12267,-0.599484
501,TopSensor,688.898,735.554,1010,3.14145,-1.39866
501,BottomSensor,652.702,725.947,-990,3.10838,-2.89307
502,TopSensor,-646.394,525.899,1010,3.14145,2.36597
502,BottomSensor,-642.658,503.96,-990,3.11555,-1.4567
503,TopSensor,-140.544,-885.272,1010,3.14136,0.928699
503,BottomSensor,-154.846,-874.663,-990,3.11948,2.96366
504,TopSensor,379.306,-786.067,1010,3.1415,1.77065
504,BottomSensor,375.614,-746.401,-990,3.11165,1.71684
505,TopSensor,-556.729,974.376,1010,3.14149,1.47594
505,BottomSensor,-572.34,973.815,-990,3.12185,-2.52928
506,TopSensor,871.714,-971.117,1010,3.14152,0.468088
506,BottomSensor,882.512,-978.692,-990,3.13377,-0.664786
507,TopSensor,652.354,-246.893,1010,3.14144,-2.84773
507,BottomSensor,650.149,-255.026,-990,3.13716,1.18216
508,TopSensor,354.666,455.052,1010,3.1415,-1.43649
508,BottomSensor,349.375,444.492,-990,3.12759,-2.40905
509,TopSensor,-263.514,778.186,1010,3.1415,-1.68184
509,BottomSensor,-281.55,779.008,-990,3.12307,3.04509
510,TopSensor,-262.019,779.545,1010,3.14149,3.07934
510,BottomSensor,-256.763,778.896,-990,3.13499,0.511001
511,TopSensor,283.885,-539.956,1010,3.1412,-1.28354
511,BottomSensor,274.753,-528.031,-990,3.12478,2.47219
512,TopSensor,-945.014,550.318,1010,3.1414,-2.40345
512,BottomSensor,-937.926,551.89,-990,3.12594,-0.18519
513,TopSensor,-886.293,-753.098,1010,3.14147,2.42062
513,BottomSensor,-875.354,-748.144,-990,3.12707,0.768901
514,TopSensor,-888.886,474.59,1010,3.1415,-1.87635
514,BottomSensor,-883.756,468.444,-990,3.13465,-0.907997
515,TopSensor,-536.71,258.493,1010,3.14145,1.04013
515,BottomSensor,-535.205,258.369,-990,3.13381,-1.91862
516,TopSensor,922.935,991.108,1010,3.14154,2.92184
516,BottomSensor,945.659,996.82,-990,3.11487,0.331434
517,TopSensor,308.809,611.653,1010,3.14147,0.219468
517,BottomSensor,292.039,615.819,-990,3.12111,-3.1006
518,TopSensor,197.549,-231.595,1010,3.14139,-0.253508
518,BottomSensor,185.471,-233.13,-990,3.13321,-3.05547
519,TopSensor,458.815,955.392,1010,3.14128,1.4007
519,BottomSensor,455.268,953.582,-990,3.13178,3.05822
520,TopSensor,946.565,487.204,1010,3.14124,2.31819
520,BottomSensor,924.636,473.459,-990,3.11609,-2.4182
521,TopSensor,328.088,-299.78,1010,3.1415,1.96342
521,BottomSensor,323.152,-244.657,-990,3.08055,1.60047
522,TopSensor,-43.1883,-758.799,1010,3.14133,-2.87461
522,BottomSensor,-35.842,-738.611,-990,3.12548,1.13825
523,TopSensor,-675.469,-280.016,1010,3.14144,-0.609613
523,BottomSensor,-697.343,-284.401,-990,3.11988,-2.82999
524,TopSensor,750.553,685.888,1010,3.14142,1.25928
524,BottomSensor,758.481,687.328,-990,3.13384,0.942737
525,TopSensor,-610.813,880.911,1010,3.14136,1.6589
525,BottomSensor,-605.046,894.702,-990,3.12741,1.00186
526,TopSensor,977.432,-222.846,1010,3.14148,0.65264
526,BottomSensor,973.367,-254.213,-990,3.1113,-1.81366
527,TopSensor,797.694,531.361,1010,3.14143,-1.04673
527,BottomSensor,803.742,533.461,-990,3.13363,0.153804
528,TopSensor,175.803,822.42,1010,3.14146,-0.699913
528,BottomSensor,183.09,842.225,-990,3.11851,1.18376
529,TopSensor,172.834,-774.21,1010,3.14156,-2.1465
529,BottomSensor,172.016,-783.738,-990,3.13814,-1.65749
530,TopSensor,-57.2548,-868.487,1010,3.14155,-0.726319
530,BottomSensor,-62.3264,-892.73,-990,3.12214,-1.88497
531,TopSensor,-861.616,-225.57,1010,3.14145,3.12877
531,BottomSensor,-897.361,-223.181,-990,3.11124,2.85514
532,TopSensor,-926.61,-301.815,1010,3.14155,-2.05464
532,BottomSensor,-931.692,-301.251,-990,3.13479,-2.36451
533,TopSensor,459.144,0.605882,1010,3.14144,-0.253283
533,BottomSensor,474.376,-11.6408,-990,3.12469,-0.703295
534,TopSensor,388.851,184.81,1010,3.14155,-1.54276
534,BottomSensor,370.76,198.667,-990,3.12517,2.57534
535,TopSensor,282.145,-985.06,1010,3.1415,-2.68447
535,BottomSensor,287.801,-966.811,-990,3.12545,1.44835
536,TopSensor,-298.016,571.418,1010,3.14147,1.74502
536,BottomSensor,-287.154,583.552,-990,3.12316,0.783952
537,TopSensor,802.994,-829.204,1010,3.14142,2.25732
537,BottomSensor,814.789,-841.705,-990,3.1278,-0.070088
